14500, 14700, 14900, 15100, 15300, 15500
28, 29, 30, 31, 32, 33
15858068.75, 12019362.2, 8790867.068, 6172583.358, 4164511.07, 2766650.205
10579692.13, 7499425.944, 5051990.108, 3237384.621, 2055609.483, 1506664.694
6444183.398, 4169067.821, 2550243.603, 1587710.744, 1281469.243, 1631519.101
3515801.796, 2094531.083, 1353884.691, 1293862.618, 1914464.866, 3215691.433
1861236.061, 1344557.723, 1533739.46, 2428781.271, 4029683.157, 6336445.118
1549677.681, 1990463.764, 3163280.309, 5068127.317, 7705004.788, 11073912.72
